Date,Close/Last,Volume,Open,High,Low
10/17/2024,$143.00 ,2598862,$146.31 ,$146.74 ,$142.72 
10/16/2024,$144.85 ,4297483,$144.12 ,$145.10 ,$139.40 
10/15/2024,$143.81 ,4586154,$144.63 ,$146.77 ,$143.31 
10/14/2024,$145.30 ,5360997,$141.27 ,$148.48 ,$140.92 
10/11/2024,$147.00 ,4037692,$144.84 ,$147.60 ,$144.66 
10/10/2024,$144.84 ,3846403,$141.59 ,$145.68 ,$141.10 
10/9/2024,$143.40 ,4041783,$142.96 ,$144.49 ,$140.15 
10/8/2024,$143.51 ,2616049,$141.37 ,$143.95 ,$139.90 
10/7/2024,$139.95 ,3848907,$138.85 ,$142.27 ,$137.20 
10/4/2024,$139.66 ,3961834,$137.50 ,$140.02 ,$135.50 
10/3/2024,$135.25 ,3160930,$130.88 ,$135.25 ,$130.54 
10/2/2024,$131.36 ,2637210,$129.85 ,$132.03 ,$128.50 
10/1/2024,$130.65 ,2555869,$130.79 ,$131.67 ,$128.01 
9/30/2024,$130.55 ,3815330,$127.51 ,$131.15 ,$126.53 
9/27/2024,$127.75 ,2327078,$128.95 ,$128.95 ,$126.66 
9/26/2024,$128.13 ,4494924,$133.05 ,$133.05 ,$125.62 
9/25/2024,$130.71 ,4530394,$129.34 ,$131.41 ,$128.13 
9/24/2024,$129.08 ,4925232,$126.51 ,$130.39 ,$125.89 
9/23/2024,$126.12 ,3910278,$125.76 ,$127.42 ,$124.59 
9/20/2024,$126.09 ,9910742,$124.00 ,$126.68 ,$123.51 
9/19/2024,$124.00 ,6986042,$126.50 ,$128.19 ,$122.41 
9/18/2024,$123.16 ,7244702,$123.30 ,$125.75 ,$120.64 
9/17/2024,$123.64 ,9429335,$118.16 ,$124.77 ,$117.26 
9/16/2024,$116.25 ,6967191,$111.40 ,$116.97 ,$110.90 
9/13/2024,$112.58 ,8598380,$106.85 ,$112.88 ,$105.94 
9/12/2024,$105.61 ,9799073,$97.35 ,$106.45 ,$97.35 
9/11/2024,$97.57 ,7894736,$87.55 ,$98.10 ,$87.12 
9/10/2024,$86.23 ,2828257,$87.90 ,$88.28 ,$85.23 
9/9/2024,$86.31 ,3564603,$85.89 ,$88.20 ,$84.73 
9/6/2024,$84.57 ,4251015,$88.19 ,$88.57 ,$82.51 
9/5/2024,$88.19 ,2019206,$86.56 ,$89.42 ,$86.56 
9/4/2024,$87.88 ,2575421,$87.37 ,$89.86 ,$85.41 
9/3/2024,$88.13 ,3302478,$92.62 ,$92.81 ,$87.78 
8/30/2024,$92.87 ,4581581,$92.00 ,$93.70 ,$90.70 
8/29/2024,$91.61 ,4595149,$88.29 ,$93.69 ,$88.29 
8/28/2024,$88.00 ,3219430,$88.90 ,$89.80 ,$87.11 
8/27/2024,$90.30 ,1876301,$88.99 ,$90.89 ,$87.63 
8/26/2024,$89.89 ,2055205,$89.99 ,$92.33 ,$89.57 
8/23/2024,$90.20 ,1910210,$90.11 ,$91.30 ,$88.32 
8/22/2024,$89.00 ,3145691,$91.40 ,$92.50 ,$88.70 
8/21/2024,$90.89 ,3545904,$86.59 ,$91.10 ,$86.29 
8/20/2024,$86.58 ,2363889,$85.65 ,$88.70 ,$85.00 
8/19/2024,$85.82 ,1873259,$86.00 ,$86.30 ,$84.17 
8/16/2024,$86.35 ,2782248,$84.43 ,$87.02 ,$83.61 
8/15/2024,$85.58 ,3521056,$86.01 ,$86.94 ,$84.19 
8/14/2024,$84.64 ,6277856,$80.14 ,$85.60 ,$80.14 
8/13/2024,$79.79 ,3919450,$76.34 ,$80.17 ,$75.89 
8/12/2024,$74.76 ,4957280,$77.59 ,$78.19 ,$74.12 
8/9/2024,$77.38 ,4907309,$76.50 ,$78.15 ,$72.81 
8/8/2024,$76.73 ,9465858,$70.05 ,$76.86 ,$66.16 
8/7/2024,$67.19 ,7312921,$72.00 ,$73.00 ,$66.97 
8/6/2024,$69.00 ,4258981,$68.99 ,$70.50 ,$67.32 
8/5/2024,$67.14 ,3561747,$62.09 ,$68.72 ,$60.67 
8/2/2024,$68.72 ,4367960,$70.53 ,$71.55 ,$68.08 
8/1/2024,$75.09 ,3166051,$78.89 ,$81.63 ,$74.61 
7/31/2024,$77.10 ,2799924,$77.63 ,$78.05 ,$76.41 
7/30/2024,$74.83 ,3080529,$76.99 ,$78.39 ,$74.12 
7/29/2024,$76.85 ,2339722,$78.22 ,$79.10 ,$76.30 
7/26/2024,$77.53 ,1790395,$78.82 ,$78.82 ,$76.57 
7/25/2024,$76.17 ,4132036,$77.78 ,$78.20 ,$73.09 
7/24/2024,$78.68 ,2194673,$81.49 ,$82.86 ,$78.55 
7/23/2024,$83.81 ,1425225,$83.52 ,$85.28 ,$82.75 
7/22/2024,$83.24 ,1802280,$83.25 ,$83.88 ,$81.91 
7/19/2024,$81.80 ,1654460,$80.39 ,$82.34 ,$79.90 
7/18/2024,$80.93 ,2763491,$81.99 ,$82.26 ,$78.80 
7/17/2024,$80.19 ,4584270,$84.06 ,$84.36 ,$79.14 
7/16/2024,$86.53 ,2013982,$88.62 ,$89.26 ,$86.19 
7/15/2024,$87.93 ,3154293,$85.73 ,$88.46 ,$84.70 
7/12/2024,$84.86 ,1952367,$82.22 ,$85.24 ,$81.83 
7/11/2024,$82.01 ,2383410,$85.00 ,$85.06 ,$80.87 
7/10/2024,$84.36 ,2349665,$85.00 ,$85.28 ,$82.07 
7/9/2024,$84.71 ,1996618,$85.65 ,$86.21 ,$84.04 
7/8/2024,$85.18 ,2932270,$87.32 ,$87.92 ,$83.12 
7/5/2024,$86.80 ,5769638,$87.51 ,$91.91 ,$85.32 
7/3/2024,$86.96 ,2986846,$83.77 ,$87.00 ,$83.70 
7/2/2024,$83.68 ,3466501,$84.21 ,$85.39 ,$82.63 
7/1/2024,$84.82 ,3347368,$85.12 ,$85.26 ,$82.42 
6/28/2024,$83.22 ,10782600,$83.50 ,$84.35 ,$82.30 
6/27/2024,$83.12 ,3319344,$80.58 ,$83.56 ,$80.02 
6/26/2024,$80.48 ,2896594,$80.72 ,$82.25 ,$79.89 
6/25/2024,$81.21 ,4042492,$78.44 ,$81.76 ,$78.44 
6/24/2024,$78.05 ,3496426,$77.74 ,$78.34 ,$76.38 
6/21/2024,$78.58 ,4131590,$77.00 ,$78.72 ,$75.13 
6/20/2024,$77.18 ,4373362,$81.60 ,$82.66 ,$76.34 
6/18/2024,$80.84 ,4370271,$78.53 ,$81.10 ,$78.46 
6/17/2024,$78.46 ,3794585,$77.67 ,$79.45 ,$76.74 
6/14/2024,$77.52 ,2846332,$75.41 ,$77.67 ,$74.90 
6/13/2024,$75.65 ,3139153,$76.54 ,$77.23 ,$74.38 
6/12/2024,$76.54 ,6165466,$79.15 ,$79.35 ,$73.63 
6/11/2024,$77.35 ,9550263,$79.65 ,$79.65 ,$72.15 
6/10/2024,$80.38 ,3835552,$81.18 ,$83.00 ,$79.08 
6/7/2024,$81.91 ,3008807,$82.40 ,$83.34 ,$80.80 
6/6/2024,$83.23 ,4691460,$83.67 ,$87.08 ,$82.20 
6/5/2024,$83.67 ,4259529,$82.20 ,$84.60 ,$81.83 
6/4/2024,$81.64 ,4193399,$83.00 ,$85.45 ,$79.86 
6/3/2024,$82.70 ,3779345,$83.05 ,$83.42 ,$79.07 
5/31/2024,$81.48 ,6736002,$82.99 ,$83.10 ,$78.22 
5/30/2024,$82.50 ,3246540,$83.51 ,$84.23 ,$82.09 
5/29/2024,$83.89 ,2998217,$82.13 ,$84.38 ,$81.45 
5/28/2024,$83.23 ,6187170,$83.84 ,$85.34 ,$82.56 
5/24/2024,$82.15 ,5051632,$79.43 ,$82.28 ,$78.38 
5/23/2024,$79.26 ,3662258,$81.51 ,$81.79 ,$77.90 
5/22/2024,$80.00 ,4840484,$83.90 ,$84.59 ,$79.50 
5/21/2024,$84.00 ,4187112,$84.54 ,$84.93 ,$83.02 
5/20/2024,$84.57 ,6473645,$82.50 ,$85.15 ,$81.43 
5/17/2024,$82.49 ,3337159,$83.25 ,$83.92 ,$81.92 
5/16/2024,$83.23 ,4621392,$83.84 ,$84.50 ,$82.71 
5/15/2024,$84.06 ,5308128,$84.10 ,$84.39 ,$82.53 
5/14/2024,$83.44 ,7763198,$81.12 ,$83.89 ,$80.01 
5/13/2024,$86.37 ,5023685,$87.05 ,$87.13 ,$83.51 
5/10/2024,$86.43 ,4971021,$85.74 ,$87.96 ,$84.81 
5/9/2024,$84.69 ,15126930,$83.27 ,$88.50 ,$80.67 
5/8/2024,$74.00 ,6353585,$75.73 ,$76.63 ,$73.62 
5/7/2024,$77.09 ,3398337,$76.40 ,$78.28 ,$75.32 
5/6/2024,$76.85 ,2831224,$75.80 ,$77.56 ,$75.30 
5/3/2024,$75.07 ,2974643,$73.00 ,$75.28 ,$72.50 
5/2/2024,$72.47 ,2397917,$71.26 ,$73.05 ,$70.68 
5/1/2024,$69.74 ,2645981,$70.73 ,$72.36 ,$69.37 
4/30/2024,$70.57 ,3686963,$72.36 ,$73.28 ,$70.51 
4/29/2024,$72.99 ,3820203,$72.64 ,$73.67 ,$71.53 
4/26/2024,$73.82 ,5381253,$70.09 ,$74.59 ,$69.97 
4/25/2024,$69.21 ,4564826,$66.46 ,$69.78 ,$65.62 
4/24/2024,$69.70 ,3856520,$71.80 ,$72.98 ,$68.46 
4/23/2024,$71.19 ,2526673,$68.86 ,$71.67 ,$68.86 
4/22/2024,$67.85 ,2468579,$67.30 ,$68.25 ,$65.70 
4/19/2024,$66.80 ,2614725,$68.16 ,$69.18 ,$66.21 
4/18/2024,$68.86 ,3701838,$71.47 ,$71.83 ,$68.31 
4/17/2024,$70.90 ,2394701,$72.75 ,$73.19 ,$70.36 
4/16/2024,$72.32 ,2812054,$70.81 ,$73.29 ,$70.45 
4/15/2024,$71.43 ,4107157,$74.34 ,$75.10 ,$71.28 
4/12/2024,$75.57 ,2563815,$77.50 ,$78.04 ,$74.49 
4/11/2024,$78.24 ,2777242,$77.21 ,$78.88 ,$75.22 
4/10/2024,$76.34 ,2924223,$74.71 ,$77.53 ,$74.32 
4/9/2024,$76.52 ,4198047,$78.30 ,$79.55 ,$75.34 
4/8/2024,$78.05 ,3907399,$77.18 ,$78.29 ,$75.05 
4/5/2024,$74.80 ,4151377,$71.95 ,$75.85 ,$70.83 
4/4/2024,$72.78 ,4692253,$73.10 ,$75.83 ,$72.49 
4/3/2024,$72.86 ,7316568,$69.76 ,$73.68 ,$69.51 
4/2/2024,$69.72 ,3216475,$67.40 ,$69.76 ,$67.20 
4/1/2024,$69.14 ,1735826,$69.04 ,$69.43 ,$67.80 
3/28/2024,$69.22 ,2602080,$68.85 ,$70.04 ,$68.54 
3/27/2024,$68.86 ,4049757,$71.25 ,$71.59 ,$66.29 
3/26/2024,$71.09 ,5233182,$72.80 ,$74.55 ,$70.57 
3/25/2024,$72.60 ,2617999,$70.61 ,$73.25 ,$70.39 
3/22/2024,$71.23 ,6505125,$72.00 ,$72.31 ,$70.26 
3/21/2024,$71.91 ,3400769,$71.52 ,$73.48 ,$71.03 
3/20/2024,$70.52 ,3855287,$68.18 ,$71.07 ,$67.28 
3/19/2024,$67.64 ,5961671,$66.99 ,$68.01 ,$63.73 
3/18/2024,$68.15 ,7559290,$63.75 ,$68.82 ,$63.59 
3/15/2024,$63.13 ,4651275,$62.58 ,$63.91 ,$62.14 
3/14/2024,$63.19 ,3870947,$63.43 ,$64.31 ,$62.50 
3/13/2024,$63.09 ,3591789,$60.99 ,$63.21 ,$60.80 
3/12/2024,$61.11 ,3947512,$61.15 ,$61.35 ,$59.92 
3/11/2024,$60.03 ,4416926,$62.80 ,$62.95 ,$59.30 
3/8/2024,$63.42 ,3862427,$64.04 ,$65.67 ,$62.54 
3/7/2024,$63.19 ,4284601,$63.00 ,$63.38 ,$62.31 
3/6/2024,$62.62 ,4374053,$62.53 ,$63.84 ,$61.12 
3/5/2024,$60.96 ,3761466,$60.75 ,$61.69 ,$60.02 
3/4/2024,$61.87 ,4657779,$62.50 ,$63.49 ,$61.60 
3/1/2024,$62.26 ,6075799,$60.73 ,$62.34 ,$59.84 
2/29/2024,$59.72 ,15796580,$58.50 ,$60.06 ,$57.40 
2/28/2024,$58.01 ,2882703,$59.80 ,$60.40 ,$57.97 
2/27/2024,$60.63 ,4166060,$59.91 ,$61.35 ,$59.68 
2/26/2024,$58.99 ,4403088,$57.82 ,$60.90 ,$57.72 
2/23/2024,$57.39 ,3099008,$58.07 ,$59.07 ,$57.09 
2/22/2024,$57.80 ,4504992,$57.76 ,$58.34 ,$56.45 
2/21/2024,$55.42 ,4188952,$55.21 ,$57.58 ,$54.50 
2/20/2024,$57.33 ,6227993,$59.13 ,$59.15 ,$55.38 
2/16/2024,$59.87 ,6179914,$58.52 ,$60.65 ,$57.12 
2/15/2024,$58.50 ,16102550,$54.69 ,$59.14 ,$52.75 
2/14/2024,$46.87 ,6882487,$46.28 ,$47.30 ,$45.59 
2/13/2024,$45.83 ,3452187,$45.33 ,$46.79 ,$45.12 
2/12/2024,$47.06 ,3593317,$46.68 ,$48.37 ,$46.48 
2/9/2024,$46.35 ,2741664,$47.08 ,$47.16 ,$45.28 
2/8/2024,$46.55 ,3383906,$47.80 ,$48.77 ,$46.52 
2/7/2024,$47.69 ,4285769,$46.50 ,$47.83 ,$45.72 
2/6/2024,$46.04 ,2400241,$46.11 ,$46.50 ,$45.08 
2/5/2024,$45.48 ,2839626,$45.60 ,$46.09 ,$44.01 
2/2/2024,$45.86 ,6023717,$41.00 ,$45.89 ,$40.71 
2/1/2024,$40.96 ,2847218,$41.54 ,$41.98 ,$40.90 
1/31/2024,$41.13 ,2907096,$41.80 ,$42.45 ,$41.04 
1/30/2024,$42.47 ,5727685,$46.42 ,$47.04 ,$42.11 
1/29/2024,$46.57 ,4791629,$44.55 ,$46.59 ,$44.15 
1/26/2024,$44.30 ,2173518,$44.14 ,$44.58 ,$43.90 
1/25/2024,$44.07 ,1895125,$43.92 ,$44.57 ,$43.25 
1/24/2024,$43.31 ,3867498,$45.42 ,$45.60 ,$42.89 
1/23/2024,$44.73 ,5229636,$44.05 ,$44.89 ,$43.40 
1/22/2024,$43.36 ,8092964,$42.44 ,$44.02 ,$42.27 
1/19/2024,$41.14 ,3288412,$43.40 ,$43.70 ,$41.10 
1/18/2024,$43.09 ,2826596,$42.01 ,$43.12 ,$40.98 
1/17/2024,$41.18 ,2661415,$40.57 ,$41.22 ,$39.43 
1/16/2024,$40.72 ,2131302,$41.37 ,$41.42 ,$40.39 
1/12/2024,$41.71 ,2121994,$41.45 ,$42.03 ,$41.21 
1/11/2024,$41.42 ,2108644,$40.99 ,$41.45 ,$39.91 
1/10/2024,$40.53 ,2951449,$39.39 ,$41.26 ,$39.15 
1/9/2024,$39.14 ,1727027,$38.76 ,$39.31 ,$38.60 
1/8/2024,$39.29 ,1428751,$38.33 ,$39.31 ,$37.95 
1/5/2024,$38.11 ,1955574,$37.79 ,$38.69 ,$37.68 
1/4/2024,$38.12 ,2131449,$38.04 ,$38.42 ,$37.40 
1/3/2024,$38.21 ,1942383,$37.94 ,$38.43 ,$37.58 
1/2/2024,$38.78 ,2371617,$39.41 ,$39.41 ,$38.30 
12/29/2023,$39.85 ,2260496,$40.70 ,$40.75 ,$39.28 
12/28/2023,$40.76 ,1130889,$40.35 ,$40.93 ,$40.35 
12/27/2023,$40.65 ,2234110,$40.50 ,$40.69 ,$39.88 
12/26/2023,$40.40 ,2617256,$41.16 ,$41.39 ,$40.31 
12/22/2023,$41.21 ,1898110,$42.38 ,$42.48 ,$41.14 
12/21/2023,$43.00 ,1590184,$43.92 ,$44.11 ,$42.32 
12/20/2023,$43.10 ,2132609,$43.61 ,$44.57 ,$43.03 
12/19/2023,$43.59 ,3942374,$41.46 ,$44.41 ,$41.26 
12/18/2023,$40.87 ,2922715,$40.57 ,$41.05 ,$39.92 
12/15/2023,$39.95 ,4500286,$38.79 ,$40.24 ,$38.72 
12/14/2023,$38.69 ,4068395,$38.25 ,$39.59 ,$38.14 
12/13/2023,$37.93 ,3158259,$36.37 ,$38.03 ,$36.33 
12/12/2023,$36.26 ,4006763,$36.56 ,$36.75 ,$35.79 
12/11/2023,$36.74 ,3843113,$37.27 ,$37.91 ,$36.58 
12/8/2023,$37.36 ,1631409,$36.53 ,$37.62 ,$36.53 
12/7/2023,$36.84 ,1931984,$36.52 ,$37.06 ,$36.37 
12/6/2023,$36.60 ,1929521,$37.13 ,$37.80 ,$36.30 
12/5/2023,$37.07 ,2456668,$36.98 ,$37.38 ,$36.61 
12/4/2023,$37.37 ,3051163,$37.57 ,$37.93 ,$36.95 
12/1/2023,$38.25 ,2907921,$37.65 ,$38.77 ,$36.81 
11/30/2023,$37.48 ,4034516,$38.93 ,$39.50 ,$37.04 
11/29/2023,$39.03 ,2246045,$38.88 ,$39.27 ,$38.28 
11/28/2023,$38.40 ,3391639,$39.43 ,$40.09 ,$37.95 
11/27/2023,$39.39 ,3201623,$39.25 ,$40.42 ,$38.79 
11/24/2023,$39.49 ,811897,$39.21 ,$39.64 ,$38.73 
11/22/2023,$39.24 ,1329399,$39.00 ,$39.54 ,$38.61 
11/21/2023,$38.77 ,1830018,$39.02 ,$39.65 ,$38.66 
11/20/2023,$39.50 ,1991372,$39.16 ,$40.11 ,$39.16 
11/17/2023,$39.10 ,2328844,$39.19 ,$39.42 ,$38.57 
11/16/2023,$38.93 ,2850283,$40.20 ,$40.40 ,$38.90 
11/15/2023,$40.45 ,5182338,$42.44 ,$42.70 ,$39.87 
11/14/2023,$42.80 ,3557946,$42.58 ,$43.81 ,$42.57 
11/13/2023,$41.41 ,3429941,$43.65 ,$44.52 ,$41.33 
11/10/2023,$43.79 ,5899335,$39.87 ,$44.06 ,$39.13 
11/9/2023,$39.68 ,14358820,$45.11 ,$45.11 ,$37.14 
11/8/2023,$40.12 ,5230839,$41.10 ,$41.91 ,$39.82 
11/7/2023,$40.89 ,5125564,$40.00 ,$41.50 ,$39.67 
11/6/2023,$39.42 ,3293937,$39.36 ,$39.48 ,$38.42 
11/3/2023,$39.27 ,2235528,$37.26 ,$39.51 ,$37.26 
11/2/2023,$37.36 ,2093839,$37.63 ,$38.92 ,$37.28 
11/1/2023,$36.70 ,2246595,$36.57 ,$36.77 ,$36.05 
10/31/2023,$36.44 ,1023836,$36.88 ,$37.28 ,$36.27 
10/30/2023,$36.73 ,1631017,$36.82 ,$37.16 ,$35.87 
10/27/2023,$36.22 ,2358265,$36.77 ,$37.00 ,$36.13 
10/26/2023,$36.37 ,3996684,$36.40 ,$36.65 ,$34.45 
10/25/2023,$36.15 ,1709881,$38.32 ,$38.38 ,$36.06 
10/24/2023,$38.47 ,1352194,$38.18 ,$38.95 ,$37.72 
10/23/2023,$37.64 ,1440720,$37.05 ,$38.23 ,$36.83 
10/20/2023,$37.58 ,1993561,$38.34 ,$38.56 ,$37.39 
10/19/2023,$38.54 ,2165939,$39.37 ,$39.68 ,$38.45 
10/18/2023,$38.95 ,1546504,$39.36 ,$39.98 ,$38.63 
10/17/2023,$39.64 ,2237114,$38.89 ,$40.25 ,$38.82 
10/16/2023,$38.89 ,2298882,$38.69 ,$39.43 ,$37.91 
10/13/2023,$38.52 ,2091588,$39.68 ,$39.83 ,$38.21 
10/12/2023,$39.69 ,2033178,$40.16 ,$40.21 ,$38.98 
10/11/2023,$40.28 ,2003712,$40.50 ,$40.64 ,$39.80 
10/10/2023,$40.53 ,3160809,$41.50 ,$42.22 ,$40.42 
10/9/2023,$40.85 ,1542962,$39.71 ,$40.94 ,$39.57 
10/6/2023,$40.38 ,1828512,$38.99 ,$41.06 ,$38.79 
10/5/2023,$39.70 ,1230612,$40.29 ,$40.34 ,$39.32 
10/4/2023,$40.33 ,2205803,$39.30 ,$40.47 ,$39.24 
10/3/2023,$39.13 ,2126860,$40.32 ,$40.96 ,$39.00 
10/2/2023,$40.82 ,1356697,$40.15 ,$41.05 ,$39.97 
9/29/2023,$39.96 ,1539213,$40.38 ,$40.53 ,$39.61 
